약국,경도,위도
다온약국,128.5095176,35.812963
럭키약국,129.1538916,35.3773331
종로광명약국,127.1717783,37.5507932
더조은약국,128.4150114,34.8789242
신세계약국,128.1457363,35.2176379
정민약국,128.1094798,35.1632277
세림약국,128.808416,35.2027935
우리약국,128.6779374,35.2474663
부부약국,126.8541306,35.5656969
건강도움약국,126.8725678,35.1468304
삼일약국,127.750606,35.0705341
제일좋은약국,128.0902844,35.1800628
정약국,129.3463354,35.5544973
유명한약국,128.6256301,35.261747
한마음약국,129.326951,35.5589883
내동약국,128.8646083,35.2455867
경남약국,128.0752298,34.930179
행복약국,129.4265177,35.4935044
자이약국,128.5218428,35.2752559
옵티마 유성약국,129.3300509,35.5424744
새천년약국,129.2416626,35.5732171
한가족약국,129.4294639,35.5052859
열린약국,129.1704338,35.4140325
기쁜약국,127.1385769,37.5058055
새중앙약국,128.4222061,34.8423374
미수약국,128.4018091,34.8256609
일등약국,128.6184843,34.8905326
광천당약국,128.7483098,35.2499735
드림약국,128.5670765,35.2000088
하선약국,128.5707316,35.2166971
플러스약국,129.0276538,35.3369759
늘푸른약국,128.9088465,35.2450875
사천중앙약국,128.0856357,35.0834067
건강한약국,129.2663093,35.5520628
근화당약국,128.0622015,35.0115202
예림약국,128.7512656,35.459083
신현대약국,129.3220955,35.5347951
샘터약국,128.0906639,35.1792025
동아당약국,128.3696683,35.0569883
울진 제일약국,129.4088494,36.9920892
현대프라자약국,129.3362222,35.5404113
금성약국,128.9830419,35.103117
펜타약국,128.9701316,35.1065001
하단본약국,128.9697166,35.1065977
우경약국,126.9317229,37.4647738
메디팜종합약국,127.2016804,37.8961882
해뜨는약국,128.0914359,35.0801695
봄약국,127.4470874,36.3364661
행운약국,129.3190209,35.5228284
건강약국,129.143999,35.386708
미소약국,127.5358201,36.7255383
한림약국,128.8020306,35.3229956
플러스약국,128.3638129,36.1027743
다정약국,128.1112085,35.1795389
365열린약국,129.4288433,35.4997805
효정약국,129.3185418,35.5777235
박약국,127.9160168,35.6867194
신안온누리약국,127.3645211,36.6238404
서령당약국,126.4506012,36.7806644
건강한약국,129.4196129,35.4987228
새한마음약국,128.6403659,34.8651706
새북면온천약국,128.6088529,35.3537533
밀양제일약국,128.7487836,35.4962739
새봄약국,128.5846348,35.2419377
경희예담한약국,128.6846581,35.2191333
소망약국,128.6228617,34.8883886
새한빛약국,128.5586018,35.1795811
행복약국,127.8931198,34.8399674
행복한약국,127.9159329,35.6869442
e-편한약국,128.4179907,34.8871667
스타약국,128.6915917,35.2193361
모자약국,128.6806996,35.2206324
약손약국,128.6934151,35.2216583
우리약국,129.3132068,35.5364378
준약국,127.0048032,37.5892611
정성약국,129.3432026,35.6290844
하늘약국,126.9004061,37.4821457
친절한심약국,128.8116445,35.2014684
신현대약국,129.0548714,35.1578968
신현대약국,126.6948472,36.957901
푸른약국,128.3259034,34.9763906
도담약국,129.3293823,35.5569135
소원약국,127.7774454,36.1745372
함지약국,129.3076644,35.5541545
법수약국,128.384018,35.3182991
평안약국,128.0753093,34.9304714
하늘샘약국,128.6439874,34.8988778
드림약국,127.9282467,36.9776705
한마음약국,127.7838753,36.8153202
조은약국,128.4817623,35.3920706
누리팜약국,128.9009487,35.2264581
신유약국,127.0724651,37.5730726
배약국,128.5620646,35.1863617
오즈정약국,128.8003833,35.1902541
솔약국,128.0904531,35.1797016
복음약국,128.6377474,35.2590113
옵티마연합약국,128.4896365,35.5441986
동신약국,129.3242411,35.5556537
미소약국,128.7031587,35.2040182
아리솔약국,129.3129415,35.5470272
하나로약국,129.2540428,35.5576485
천북서울약국,129.2680687,35.8957127
청안약국,127.4571452,36.6344522
김해동현약국,128.8569996,35.2304134
부원참약국,128.8832403,35.2257309
치유약국,128.7957075,35.1781596
통영약국,128.4202569,34.8652373
우리들약국,128.5671521,35.1952153
삼방약국,128.9109037,35.2477158
더가까운약국,129.0436608,35.3529199
기쁜우리약국,129.3503003,35.5682337
은평온누리약국,126.9266658,37.601101
스마일약국,126.9538376,37.4836303
새봄약국,127.7072135,34.7549811
문수약국,127.7105609,34.7580162
송도건강온누리약국,126.6509615,37.3957057
영찬한약국,128.1169117,35.1925285
메디팜회생당약국,126.9011974,35.1324166
종로약국,126.4810989,34.9930938
우리사랑약국,126.8813447,35.1533344
란약국,126.9326105,35.1727501
백초당약국,126.7919589,35.1290009
다온약국,128.8679305,35.2607255
가온약국,128.9761773,35.1015136
승주동아약국,127.3868292,35.0138062
바오밥약국,129.3398873,35.5815465
정성약국,128.8722425,35.2293396
가야늘푸른약국,129.0370099,35.1543104
사랑약국,126.9566038,37.6082018
참기쁨약국,129.3965723,36.0814988
열린약국,129.0378135,35.3424837
새싹약국,129.4219566,35.4927473
새한온누리약국,126.4960596,33.4858518
지성약국,129.037301,35.1541929
세화약국,129.0380407,35.1545132
양산대학약국,129.0094976,35.3281692
중앙약국,128.9800839,35.0666693
온누리대청약국,127.4642602,36.6341253
더숲약국,128.1111062,35.2134088
화신온누리약국,126.5403807,33.5078807
보림약국,126.5303982,33.5130966
새한약국,126.9332993,33.4633217
노형온누리약국,126.4784822,33.4864768
중문약국,126.4260322,33.2515026
제일약국,126.8566207,33.5233022
푸른솔약국,128.701837,35.1399079
율하제일약국,128.815046,35.1731297
용한약국,128.817906,35.0877172
신남문약국,128.7510153,35.1064535
조은약국,128.5586279,35.1784398
파마시아마리약국,129.4396549,35.6242236
동서약국,126.2653235,33.4155361
따뜻한약국,128.6918078,34.8935336
뉴부산대학약국,129.0097006,35.3283163
종합약국,127.9162146,35.6881716
민생약국,126.7198601,33.2794987
이안약국,126.8630375,37.5292584
한마음약국,128.6905873,34.8945128
이지약국,128.5672212,35.201649
남산약국,129.4258994,35.5089733
중앙약국,129.3588069,35.5825395
바른약국,128.6258792,35.2601806
중앙약국,128.0840286,35.1934107
세화약국,128.6625597,35.2399604
영림약국,127.0933434,37.5124982
참사랑약국,127.0939713,37.5111896
메디팜양의약국,127.0939713,37.5111896
다인약국,127.0792026,37.5115631
은세약국,127.1186247,37.5278271
지하철약국,127.1018578,37.5138593
보성약국,127.1512123,37.5000157
시원약국,129.34483,35.5684192
송약국,129.0272477,35.3159985
참좋은약국,126.894861,35.1514236
조은약국,126.9101965,36.2774689
호계로약국,129.3555345,35.6222933
창선약국,128.0135003,34.8552777
타워약국,127.0812295,37.5114713
탑약국,129.1537471,35.3813023
그린약국,128.6347431,35.885594
새싹약국,129.122744,35.5776464
제일약국,126.9150942,33.4496022
신제주대웅약국,126.4848453,33.4909178
정화약국,126.4254656,33.2514499
한사랑약국,126.6360322,33.5357739
하귀약국,126.4009964,33.4803479
인수당건재약국,126.5251742,33.5129538
월랑약국,126.4756076,33.4889256
빨간코끼리약국,128.6268254,35.2590751
미소약국,129.2825733,35.4091422
청아약국,128.6383904,35.2534188
아슬란약국,128.1527742,35.1746096
광진당약국,126.563661,33.2478122
우리약국,128.5901805,34.8505588
21세기약국,126.8748916,35.1337232
대원온누리약국,126.5879754,33.5172618
굿모닝약국,126.8952965,35.1387606
비아미래약국,126.8244022,35.2215781
수완제일약국,126.824129,35.1933524
염산종로약국,126.3741659,35.2171474
토마토약국,126.8143777,35.1754049
서린약국,126.9331929,35.161201
정문약국,126.4162987,34.808522
소명약국,126.9382724,34.563157
로뎀약국,126.9211262,35.1428449
친절한약국,126.7779922,35.1478422
정자한마음약국,126.9946738,37.3029503
참사랑약국,126.8268305,37.3312968
정다운약국,126.7211281,37.7734702
그린약국,127.1099081,37.2543115
동강제일약국,126.5648101,34.9367622
대성약국,126.7584209,34.6358733
휴베이스 최약국,126.3867175,34.7898023
보림약국,127.6138826,34.7076998
하남종로약국,126.7983868,35.1757209
여천약국,127.6545996,34.7702496
해오름약국,126.6073492,34.5703352
건강약국,126.8080329,35.1633616
성신약국,127.4838082,34.957287
동인당한약국,127.5484849,34.9278432
라인종로약국,126.8406204,35.2163601
대림약국,126.3921793,34.8023999
고서약국,126.9737538,35.2233747
나비약국,126.9768526,35.0547442
큰나무약국,126.8769737,35.1747229
서울약국,127.2812352,34.6077132
전약국,126.4258022,34.8080187
염주종로약국,126.8742482,35.1423302
그린약국,126.9368225,35.1615712
나래종로약국,126.8640276,35.206596
소망약국,126.3130221,34.5970886
매일약국,126.59449,34.5663095
방림건강약국,126.9183829,35.1355849
보림온누리약국,126.8941508,35.1889838
신촌약국,126.8327725,35.0814145
새 세기 동창종로약국,126.7481448,34.9214301
상아약국,126.9042811,35.1492779
송지약국,126.5206414,34.3703355
보리수약국,126.8899016,35.1801141
미래약국,126.9860371,35.0609453
메디팜믿음약국,126.8659081,35.1199659
옵티마도유삼성약국,126.8202473,35.1729465
은혜약국,126.7748783,35.297712
은혜약국,127.0009598,35.061558
온누리우리약국,126.8596112,35.1333469
LaVita미래약국,126.8569451,35.1445155
우리약국,126.2637185,34.4823576
태평양약국,127.7040451,34.7528279
비타민약국,127.7159916,34.7308082
빛고을다나약국,126.8989289,35.0937704
위미약국,126.6610827,33.2749992
마트약국,126.5211883,33.5179931
하나로약국,128.6980868,35.1566247
친절한약국,128.7085723,35.3346937
소답온누리약국,128.6211565,35.2648692
새마을약국,129.2825331,35.4103809
이화약국,128.6915917,35.2193361
더슬림 한약국,126.8476463,35.1501482
튼튼약국,126.8634444,35.1509115
천사약국,126.7380497,35.7264218
메디팜수완이화약국,126.8293033,35.1863273
즐거운약국,128.6031011,35.8635894
편한현대약국,128.5933409,35.8644213
다온약국,128.600538,35.8639969
메디김약국,128.5827035,35.8654491
반월용약국,128.5989302,35.8645705
손&주약국,128.5819497,35.8650755
대구약국,128.6019288,35.8637626
반월당메트로약국,128.5933409,35.8644213
사랑약국,128.1203686,35.1929042
하나로약국,128.5933409,35.8644213
다사랑약국,128.5816421,35.8641883
새싹약국,128.5777942,35.86479
엘디스약국,128.5860059,35.8664278
팜약국,128.5926005,35.8652494
반월당백화점약국,128.5933409,35.8644213
반월당큰약국,128.5933409,35.8644213
옵티마힐링약국,126.572808,33.5178296
국민약국,126.4267689,33.2514607
고승아약국,126.5404718,33.5079414
용담온누리약국,126.5076398,33.5127541
가까운약국,127.8984609,35.6816941
건강한약국,126.5200334,33.4984472
더조은약국,126.4934802,33.4793623
미소약국,127.6996055,34.7498616
이수약국,126.4158627,34.8090558
그린수약국,128.88397,35.2273153
세명약국,127.4837284,34.9569146
새하나약국,126.8992371,35.1527941
유약국,126.9317618,37.3558382
보건당약국,126.9310404,37.3540936
더조은약국,126.7364722,35.7264062
신세계약국,128.3326958,36.1310285
카톨릭종합약국,128.3319499,36.1300765
태양약국,126.9145838,33.4495842
추자약국,126.2969647,33.9637423
명수당약국,126.8016969,37.3291514
구좌약국,126.8556658,33.5232904
하나약국,126.4919722,33.4820782
나라약국,126.6659825,33.5420502
행복약국,126.9138669,37.5983183
김온누리약국,126.9309869,37.358508
태안약국,126.2651942,33.4121547
정약국,126.6177172,33.263468
미소약국,126.4766739,33.4888185
메가약국,128.4706272,35.6932874
늘푸른약국,127.4375617,36.3674673
현재약국,126.2628313,33.413694
번영약국,126.5947909,33.4901334
다나약국,126.5616933,33.2530047
은혜약국,126.8308644,33.3243389
제주튼튼한약국,126.5394551,33.4891999
광주약국,126.4900345,33.4811225
정문약국,126.5644069,33.2545662
동원약국,126.7143327,33.2776736
메디팜 유리행약국,128.9372683,35.21772
명인약국,126.5346355,33.4843386
정존약국,126.4722451,33.4802899
착한약국,126.4317162,33.4860721
인화온누리약국,126.5392443,33.5061273
산남열린약국,127.4659951,36.6113231
숲속온누리약국,126.4853321,33.4698112
힐링약국,126.5262097,33.4999793
동문약국,126.568162,33.2488267
표선한사랑약국,126.8324537,33.326034
베스트약국,126.5377234,33.4900843
싱싱약국,126.4769248,33.4841397
365매일약국,126.569785,33.5194244
탐라약국,126.5086306,33.253578
동의당약국,126.5642909,33.2479423
청아토한약국,127.0524331,37.4992663
다정약국,126.54351,33.4745769
동인한약국,126.490013,33.482605
제주공항약국,126.4959513,33.5059364
삼화사랑약국,126.5809738,33.5155847
일원역약국,127.0844517,37.4840736
자연주의약국,127.0088831,37.5523144
새롬약국,129.0143016,35.3287175
열린약국,126.4787337,33.4909276
범어현약국,128.6417372,35.8557619
대양약국,128.418282,34.8412006
오약국,127.0317535,37.5069248
세계로약국,127.4266032,35.7925729
이지약국,127.1693018,35.8302584
삼례녹십자약국,127.0750176,35.9098758
올리브약국,127.1064625,35.8168321
동부종로약국,126.9678238,35.9462551
신차부약국,126.3029931,36.7487621
새소망약국,126.7110236,35.9700856
현지당약국,127.0372531,37.579776
수서홍약국,127.1041591,37.488566
수서역약국,127.1018592,37.487389
우정팜약국,126.8189866,37.0829495
천마약국,129.2143895,35.8442803
성은 온누리약국,128.9039488,35.0804516
일산더조은약국,126.7502118,37.6735925
우리들약국,128.6212673,36.8091377
바른약국,127.4282233,36.7130216
삼산약국,127.7180432,36.4833753
퇴계종합약국,127.7374396,37.8581691
코끼리약국,127.7415799,37.8568439
우리온누리약국,127.745499,37.8557092
세계로약국,127.06449,37.6134502
365일박사약국,127.0605142,35.8390606
에코참약국,127.1230937,35.871716
우리들약국,126.6952777,35.4361755
개성한약국,126.7203052,35.9832234
준약국,126.8250245,37.4914251
한누리약국,128.3313252,36.1363911
굿모닝약국,128.610729,35.8543414
다나을약국,128.6441503,35.8176634
율약국,126.4229936,33.2519947
고척스카이약국,126.8631425,37.4970869
미래열린약국,126.888892,37.6635452
명동모모약국,126.9822761,37.5631215
건강약국,126.9350863,35.1798377
동원약국,128.5262956,36.8700447
중앙온누리약국,129.4092422,36.9919309
드림약국,128.8178095,35.9129724
한솔온누리약국,126.3797375,34.7452346
구름약국,127.0683015,37.6299419
신아약국,129.3487561,36.0275424
드림온누리약국,126.8693176,37.5419157
팜빌편안약국,126.8690596,37.5396667
새동산약국,128.7374831,36.891037
남대문약국,126.9059646,37.4603767
황소약국,128.5077822,35.8550089
한아름약국,128.5725722,35.8395841
목동정문약국,126.8848736,37.5373898
수현온누리약국,127.4125544,36.4472514
진문약국,127.4373276,36.3217948
청명한약국,126.9231831,35.1371912
정문약국,128.1599692,36.4199775
수보약국,127.0080654,37.6088134
부부온누리약국,128.5736499,36.5794001
중앙약국,128.9370965,35.9631911
수창약국,128.5737241,36.5789637
우성약국,128.9206191,37.7552215
유성태평양약국,127.3365212,36.3549289
기쁨약국,127.1281693,37.4400832
코끼리약국,127.1332127,37.4410507
참사랑약국,127.1322097,37.4407268
대승약국,129.4049018,36.538419
연세약국,127.1322097,37.4407268
용두메디컬약국,128.2011835,37.1393661
참사랑온누리약국,127.3872629,36.346105
성모후문약국,128.7055734,35.8399208
지씨지센타약국,127.3574962,36.3540966
늘푸른약국,128.6377625,35.8974607
현약국,128.9476897,35.9752442
행복약국,128.1086022,36.7337408
계명지하철약국,128.4783438,35.8530784
신보건약국,127.3814518,36.367126
한마을약국,127.38513,36.4303406
신천다정약국,128.6241931,35.8724174
조은약국,126.9178446,35.1788848
햇살약국,127.1322097,37.4407268
함께가는 거북이약국,128.9199562,37.7546597
경희약국,128.5967325,35.8708706
풍기소백산약국,128.524876,36.8704948
성산약국,128.6287336,35.8387621
은하약국,128.3113193,36.1491776
푸른약국,128.992796,37.1717717
일영약국,127.3890959,36.3594201
미래로약국,127.136388,36.8024036
서울온누리약국,126.9341689,36.776961
녹십자약국,127.0051349,36.7830534
아산종합약국,127.0042043,36.7822936
신세계약국,127.035319,36.8972754
세계로약국,127.3747016,35.4067465
21세기종합약국,127.1328428,35.8380352
아빠곰약국,128.4014451,35.9869653
다사랑약국,126.7185512,35.9797513
참약국,127.7275217,37.8545577
십자약국,127.2067329,35.9747717
구산약국,128.8744201,35.2472611
봄약국,127.3797334,36.3291998
백두산옵티마약국,127.2997735,36.7623012
도마프라자약국,127.3803022,36.3126819
충무건강약국,127.1321121,36.7975258
구미이마트약국,128.3649038,36.1094822
구미365약국,128.313071,36.1397091
시장약국,126.9809385,37.4879691
세계로약국,126.459131,36.7825007
해맑은약국,127.352213,36.3064005
샬롬약국,127.2519516,36.7696687
청솔약국,126.8681495,36.7591693
신성약국,128.5587261,35.8794159
늘봄약국,129.3817423,36.0634071
365일바른약국,127.3051186,36.3918187
민성약국,129.2024312,35.8671642
라엘약국,128.6268664,35.8581877
경산제일약국,128.7377259,35.8258317
푸른약국,128.4558742,36.6564081
메디팜 샘결약국,128.6397748,35.8206642
한아름약국,127.4458848,36.3074059
유한약국,126.6327559,36.8966033
시원약국,128.5581499,35.8708327
수정약국,128.5470804,35.8073819
일등약국,127.1412396,36.4741395
킴스약국,128.7321373,36.5674284
후문약국,128.5658866,35.956736
새서울약국,127.1251501,36.4569226
원동약국,129.4023537,35.9697236
코끼리901약국,127.3184208,36.3748234
농민약국,126.9088275,36.2817855
해림온누리약국,127.0365456,37.5000263
누리약국,127.0447712,37.5028561
역삼센터약국,127.0413566,37.5028813
에이타워약국,127.0285428,37.498646
세복옵티마약국,128.6077133,35.8817506
행복한약국,127.040788,37.5016641
미소산약국,127.0571846,37.5074871
새봄약국,127.4098028,36.3242661
스마일약국,127.3895146,36.3492979
반석약국,127.3123291,36.3917888
관문약국,128.5564214,35.8346246
늘편한약국,128.5307836,35.8342184
라라약국,127.0316927,37.4996098
누네조은약국,127.0504171,37.5044651
삼성참약사 약국,127.0574627,37.5075748
명문약국,128.0862356,35.082411
규당약국,129.3236835,35.5555599
경성온누리약국,128.5614308,35.1879459
그린약국,128.1178817,36.1347013
이층약국,128.6794813,35.228414
종합온누리약국,128.7342513,35.3030877
명성약국,128.0837146,35.1940951
대자연약국,129.0872932,35.4932995
솔약국,127.2990557,36.7609545
오케이한샘약국,128.54832,35.9346426
정약국,127.1179468,36.7987149
삼화약국,126.4524007,36.780879
옵티마사과약국,127.1524783,36.8217882
마음약국,127.0641649,36.8142593
리더스탑약국,127.0066977,36.7872512
선약국,127.1684125,37.5573672
송약국,127.4222044,36.4365896
대평약국,127.2811918,36.4683611
우리약국,127.2589409,36.5128445
메디팜프라자약국,128.6466201,35.8581888
시지광장약국,128.7062197,35.8401728
안심약국,128.6359206,35.8584596
맘약국,128.7052207,35.8403253
부자약국,126.8931107,37.4666993
자연을담은약국,127.1080081,36.8115949
사랑약국,128.2858176,35.9168936
예일약국,128.3401044,36.1149349
삽재한약국,128.666346,36.8415737
드림약국,127.3377255,36.3613741
다나한약국,126.9460266,37.4809594
신대학약국,128.588131,35.8460519
새한빛약국,129.3414135,36.0260173
제니스로뎀약국,128.6289865,35.8603108
범어로타리약국,128.6254786,35.8598306
백약국,128.3396439,36.1144165
우송약국,128.6272236,35.8584284
대영약국,128.6289865,35.8603108
인주민약국,126.8852613,36.869282
서천세계로약국,126.6895293,36.0777373
새싹약국,127.1090273,36.8117304
터미널그린약국,126.7747939,36.8099537
친절한약국,128.3160364,36.1506798
행복이가득한약국,128.6432999,35.8660497
효성약국,128.1066883,35.1626594
평화약국,127.7321179,35.5197038
건강약국,126.6016371,36.2304437
소망약국,128.7459748,35.4976385
행복한약국,128.0476456,35.1668274
다정약국,127.9618221,35.0572595
미소약국,129.4389812,35.6358859
건강한약국,127.9158797,35.688512
강남약국,128.0902774,35.1798583
새정문약국,129.4291009,35.5171127
샤론온누리약국,128.6428483,35.2369404
위드팜대학약국,129.4315979,35.5234144
동산약국,128.088606,35.19195
대산약국,126.4336755,36.9387115
조은약국,126.6673173,36.6006882
365스마일약국,127.3261342,36.2967693
굿모닝약국,126.845766,36.6794579
터미널스타약국,127.1563472,36.820513
정다운약국,127.7133787,37.8421741
늘푸른약국,128.704713,35.1524376
천사약국,126.313747,34.8651685
이화온누리약국,128.6236755,34.8896976
차약국,128.2588234,35.3187793
다운약국,129.2675173,35.5628724
그린약국,129.1669783,35.4125921
삼은약국,128.5920991,35.2479355
햇살약국,129.3512761,35.6447162
서정약국,127.3774488,36.3113845
매천약국,128.5468466,35.9125772
코끼리약국,127.110863,36.809735
백수약국,128.6914311,34.8909349
유가약국,128.460505,35.6932523
오메가약국,128.4649564,35.8571161
제일약국,127.7533228,35.071159
건강약국,128.7127169,35.1551386
역전제일약국,128.6081263,35.256541
메디팜울산약국,129.2269617,35.5628957
사상오체사성명인당약국,129.2088463,35.4648522
명근당약국,127.3567316,36.3633003
하나프라자약국,126.6301593,36.8950198
중리약국,127.4310585,36.3612198
왕성약국,127.1528437,36.4758017
외산약국,126.7038556,36.3019839
스마트약국,127.3766179,36.3476698
윤호온누리약국,129.4031954,35.9657807
사랑약국,128.7365895,35.6483703
튼튼약국,128.0898636,35.1796958
평생 믿는 한약국,127.2648036,36.2725841
솔약국,128.6026694,35.8651739
송현동산약국,128.5563513,35.8367401
금빛약국,128.7499382,36.561031
늘조은약국,127.3654088,36.3059268
도움약국,127.0199331,36.7789021
조은약국,126.829861,36.6880707
6단지약국,127.1371417,36.8233613
더맑은약국,127.1073927,36.8130782
스마일약국,126.9405414,35.9488889
모현큰약국,126.9383589,35.9501068
둔산봄약국,127.3777972,36.3510361
신세계약국,127.3878069,36.4222622
둔산탑약국,127.3763057,36.3496763
하얀약국,128.0647552,35.1789127
화양종로약국,127.0705995,37.5496851
예일약국,127.2498407,36.2726084
건강한약국,128.5794014,35.2246725
튼튼약국,128.691742,35.1865797
삼성제일약국,128.5908418,35.2429565
상남메디칼약국,128.6832856,35.2237652
둔산드림팜약국,127.3759897,36.3483991
미래약국,128.1177978,36.126979
수성솔약국,128.619947,35.8562366
녹십자약국,127.0795651,37.7345343
처음온누리약국,128.3398688,36.1140249
대구진약국,128.5961385,35.8758632
민들레약국,128.5944796,35.8941917
선비약국,127.4299237,36.3733196
팜라임약국,128.8666082,35.2382289
피엔비약국,129.3223178,35.5357847
메디팜삼성약국,128.5910763,35.2433896
행운약국,128.8825855,35.2286977
제일약국,129.0855839,35.2047048
임약국,129.125036,35.5652017
해맑은약국,128.512294,35.8090716
에스케이행복약국,127.0605491,37.5769111
허약국,128.6707809,35.2471281
고려약국,128.4058757,35.2757719
수약국,128.5532141,35.1514983
명산약국,127.1455807,35.8137306
보라약국,128.6189789,35.8751681
큰기린약국,128.6157262,35.8726593
조아약국,128.6157262,35.8726593
우량아약국,127.0687574,37.578492
애플약국,127.3768209,36.3494046
도안종로한약국,127.3401989,36.3318231
종로프라자약국,127.0700232,37.5785717
장안메디칼약국,127.0680261,37.5789065
명문온누리약국,127.0701566,37.5789421
으뜸약국,128.1891259,36.1214647
이레약국,127.058531,37.5772159
생초당약국,127.8334385,35.4923043
플러스약국,129.3499375,35.6328987
행운약국,126.6953718,35.4356328
건강드림약국,129.3098245,35.4338395
친절약국,128.6221057,34.8898098
온누리청구약국,128.439402,34.8656613
도담약국,127.1340238,36.8111032
정다운약국,126.6957329,35.435522
한사랑 약국,128.332451,36.1398254
미래약국,128.6625011,35.1507841
플러스약국,127.1458515,36.8350948
신약국,126.9096424,36.280992
도원약국,126.9272831,35.1460187
광주약국,127.281581,34.6074399
메디컬바른약국,127.1410942,37.5422991
마도수정약국,126.7761507,37.2064221
올리브약국,128.512761,35.8092949
태극약국,128.5341134,35.8329793
장원약국,128.5859582,35.8453885
우리약국,128.88266,35.2280441
우리약국,128.5157933,35.309487
성가정약국,128.5586064,35.1748514
신마산태평양약국,128.5592924,35.1806774
종로당약국,126.7434456,35.2195789
유한약국,128.0842053,35.1956113
동보약국,128.1169113,35.1928135
하약국,127.7273616,35.5193632
하나약국,128.758003,35.4840468
상생약국,128.8721174,35.2490374
르네상스약국,128.6238316,34.8873304
약손약국,126.413475,34.8153583
리인약국,128.8161633,35.1957959
성호약국,127.7191144,34.7328956
여명약국,127.6512589,34.7718449
위드팜새동안약국,128.4783056,35.8535505
대우약국,128.7255521,34.8679852
일양약국,126.9014401,35.1932862
신세기약국,126.8255198,35.1787498
대일약국,126.2107422,35.0599992
스위스약국,126.9200931,35.1639724
한미약국,126.8110567,35.1661977
프라임약국,126.9171131,35.1518729
다해약국,126.9018666,35.1326136
광주약국,126.4314146,34.5757574
보건약국,126.8030988,36.4522187
동화당약국,126.8735081,35.1808599
양정약국,129.3850905,35.5442675
강약국,127.3190204,34.5100087
양지약국,128.6238235,36.8107543
서울약국,126.3987365,34.8075996
하나약국,126.3865346,34.7961828
새봄약국,126.8585477,35.1319427
신세계약국,126.9921815,35.0606496
부여약국,126.9107974,36.2807753
메디팜우성약국,126.4196354,34.8044265
코끼리약국,128.3168105,36.1389772
지산목련약국,128.6313376,35.8210144
예약국,128.95512,35.9889008
초록약국,128.5909964,35.8546431
현대약국,129.0004421,35.3261314
대웅약국,127.0294495,37.6443655
해오름약국,128.490797,35.7993245
미소그린약국,126.8820431,35.1588069
아이사랑약국,126.8994416,35.1902053
행복한온누리약국,127.3327978,34.7794769
다산약국,127.6631117,34.7661041
중앙약국,127.2885787,34.6085041
백화당약국,127.2849526,34.6082748
온누리대성약국,127.3612729,34.6796764
대한약국,126.9133509,35.1370657
현대약국,126.4335468,34.576163
인애약국,126.84304,35.2217265
길약국,127.2811394,34.6054348
조제약국,126.9255118,35.1404504
명성온누리약국,127.5199811,34.9632557
동림약국,128.0869829,35.0813786
해오름약국,126.9371443,35.1500276
다온약국,128.7198069,35.8223473
전남약국,126.4776825,34.9885335
상무그린약국,126.8538803,35.1527509
광주약국,127.4678056,35.2088236
라파약국,127.2009511,37.4104469
한솔약국,126.6456727,37.4749856
인제약국,126.5024455,35.2757985
한미약국,126.4206117,34.8049284
신세기약국,126.9328296,35.1677633
이종범약국,129.048331,35.3619162
강남퍼스트약국,127.0203412,37.5160775
통일로약국,126.9241816,35.1725235
담양종로약국,126.9835749,35.3159217
열린약국,126.8434664,35.2138336
온누리부부약국,127.5040375,34.9403596
대영약국,127.702736,34.7704479
신북약국,126.6903394,34.8880991
녹원약국,126.8981217,35.2033618
광주종로온누리약국,126.9183654,35.1288863
계림온누리약국,126.9203252,35.1607444
수영약국,126.8194435,35.1911954
하나로약국,126.8812799,35.1748994
하나약국,126.8074747,35.1723834
빛고을문흥종로약국,126.9219144,35.1857577
안지약국,128.59472,35.8873471
행복약국,127.0853898,36.206095
대우당약국,128.5675274,35.1995779
온휴약국,126.9104787,35.1260384
가나안약국,127.0208674,37.5170222
역전약국,127.5019403,34.944728
그린온누리약국,126.8458662,35.1574751
샘약국,126.9061059,35.1393873
조례큰약국,127.519246,34.9541384
건강한미래약국,126.8435841,35.2172835
좌수영약국,127.7051752,34.7534434
열매약국,126.8633851,35.1595445
현대약국,126.8971918,35.178184
하나로문흥약국,126.9221073,35.1850543
송약국,128.5948621,35.8646889
올리브약국,129.3222286,35.5364036
메디팜영제약국,128.8093468,35.2035086
바른약국,127.0256588,37.519033
필하이약국,127.0326467,37.5215843
농소약국,129.351375,35.6313325
터미널약국,128.6248108,34.890054
고명약국,126.931297,35.1757642
한가족약국,127.7058527,34.7533384
진달래약국,126.8026708,35.1657166
하나약국,126.9013809,35.1813037
비치약국,128.4188985,34.8420223
진산종로약국,127.3703622,36.1437181
신사굿약국,127.021882,37.5167404
신사루체약국,127.0214762,37.5173225
건강드림약국,126.9248,35.1722489
이엘약국,126.931953,35.1834238
문약국,126.9231276,35.1709929
원주백세약국,127.9474283,37.3488382
연산약국,126.3804256,34.811957
새미래약국,128.0873425,35.1849844
큰사랑약국,127.7194229,34.9640102
태양약국,126.9250314,35.1733236
수약국,126.9257837,35.1732724
팜서울약국,128.8675561,35.23737
청솔약국,127.7555019,34.7186602
그린약국,126.8599665,35.1374113
보은약국,129.4325975,35.5239429
화왕산약국,128.4964255,35.5425206
서주약국,128.6339051,35.8205467
옥약국,129.3589003,36.0251427
한솔약국,128.3252198,34.9753019
십자당약국,126.9126502,35.1516849
건강한 약국,126.9046244,35.1065323
백제약국,126.7452064,34.3191681
참사랑약국,126.502437,35.2762265
썬약국,126.8146538,35.2084641
