약국,경도,위도
인성약국,126.8565722,37.4812754
스타약국,129.2158192,35.245289
신암성모약국,128.6326644,35.8853084
정문약국,127.0413136,37.5579438
신림약국,128.0814606,37.2295583
이레약국,128.5945497,38.1902066
일동약국,127.1333979,35.8134998
늘푸른솔약국,127.141402,35.8428817
새평화약국,127.1555516,35.83695
영빈약국,127.0998244,35.8339767
사랑약국,128.578742,35.8887294
레이첼약국,127.0250552,37.5043479
바이올렛약국,127.0304818,37.4929925
대지온누리약국,129.1024538,35.2092621
동양약국,126.7564953,37.5590223
모래내약국,126.9149557,37.5695957
새서울약국,126.8514389,37.5634076
현대약국,126.8956207,37.4689627
역삼약국,127.0337328,37.4939945
아름다운약국,126.9802581,37.285683
넘버원삼육약국,127.0626945,37.5887909
천사약국,127.0834812,37.485765
메디칼서울약국,127.0015281,37.5818199
동일약국,129.0178319,35.0831775
단성약국,129.0165252,35.1004199
버드나무약국,129.0200351,35.1106459
삼성약국,129.0199454,35.108996
만수약국,129.0420514,35.0883534
현대약국,129.0153029,35.1094944
대흥약국,129.0176537,35.108043
고려약국,127.1466579,35.8198746
다연약국,127.1336265,35.8135938
희망약국,129.2293404,35.8766748
대한약국,127.0156474,36.7829594
푸른온누리약국,127.0773321,37.5584028
서호약국,128.9654456,35.0566344
지성근약국,129.1298505,35.1961092
소정약국,129.0673487,35.1448764
맘모스약국,128.9783573,35.0611812
서면금약국,129.0599312,35.1580155
다솜약국,127.0905325,37.5513392
군자조은약국,127.0792261,37.5576985
외나무약국,129.0472991,35.0887909
천사약국,126.7853227,37.4942093
스타온누리약국,126.7892438,37.3779651
2층하늘약국,126.9038462,37.5701536
삼성도담약국,127.0508054,37.5126016
연무약국,127.0257248,37.294107
세민약국,126.9412152,37.2733968
수보당약국,126.7233183,37.4935676
참약국,127.1117351,37.3497133
대영약국,127.9553045,37.3214515
진약국,127.9584301,37.3243455
새싹약국,126.8367425,37.548454
포인트약국,127.0217379,37.5166692
동양약국,126.6924204,36.0115572
조은약국,126.7152918,35.0259274
행복을여는약국,126.9024795,35.187079
경희자연애한약국,127.1307852,37.5237858
수영건강약국,129.1145154,35.1655671
스타약국,129.1062442,35.1408771
디온약국,129.1158563,35.1678979
7번약국,129.1158494,35.1670367
행복한약국,129.1134486,35.1602962
더나은약국,129.1144799,35.1657592
동광약국,129.0311601,35.1594433
소원약국,127.0294892,37.5865055
믿음약국,126.862918,35.1515134
메디팜현대약국,126.4306256,34.8032947
세신약국,126.4003301,34.8015667
고금약국,126.8013663,34.3964117
인화약국,126.6080234,34.8682336
도담약국,127.5221661,34.9533656
7번약국,127.0254891,37.6382539
신진약국,126.9327102,37.3588818
하나약국,126.9315879,37.3594286
행복한약국,126.9315879,37.3594286
연세열린약국,127.0461166,37.4943405
나주친절약국,126.7220212,35.0355449
청주플러스약국,127.4328145,36.6267752
건강약국,129.0606738,35.1417032
연우약국,127.0451556,37.4934007
한티하나약국,127.0506459,37.4958677
한티역약국,127.0514466,37.4961015
두리약국,127.0811988,37.4906472
비타민약국,127.0279574,37.5236581
다보약국,127.1766728,37.657107
성남으뜸약국,127.1383481,37.445386
부부약국,127.4650942,35.2110222
목동벧엘약국,126.8850851,37.5350632
보람약국,126.8367634,37.5473848
녹십자해솔약국,126.8330783,37.2804337
서현약국,127.0173708,37.6027255
친절한약국,127.0576243,37.6543036
수생약국,126.8309293,37.6573523
양천뿌리약국,126.8338237,37.5222657
튼튼약국,127.174498,37.5720997
노마약국,129.0344975,35.1202793
신암우리약국,129.0533145,35.1486943
리본약국,126.9322587,37.3586387
봄약국,126.9422627,37.3434248
건강한약국,126.8515538,37.4727964
새천년약국,126.785793,37.4398414
테라스약국,129.1774614,35.3212714
스마일약국,127.026705,37.5054214
나리약국,127.0588645,37.4979622
큐비약국,129.1144938,35.1659533
온누리조약국,129.1132795,35.1598795
메디팜금빛약국,126.8787218,37.5356163
광안센터약국,129.1110277,35.1490807
신성약국,127.2023762,37.6272498
유진약국,127.0085452,37.2711039
하나프라자약국,126.6661843,36.6009432
해맑은약국,126.8127026,37.5662155
금정약국,129.0739818,35.2021801
경화약국,129.1136719,35.1586284
대남약국,129.1075702,35.1414169
에이스약국,129.0580718,35.1564715
힐링약국,126.9804824,37.5710343
동의약국,129.1042692,35.2148131
옵티마동래약국,129.0968908,35.1969093
남대문약국,126.9175284,37.62331
청춘약국,127.1091268,36.8162381
일등약국,126.9659909,37.5691438
신불당하나로약국,127.109134,36.8188843
부흥생명약국,126.3908558,37.7166789
우리아이약국,128.9775848,35.0780889
우성약국,127.0729687,37.5066864
100세약국,126.983629,37.1694566
여수종근당약국,127.7314691,34.7414939
원약국,126.9210962,37.6004544
우주온누리약국,127.0159379,37.5942669
딸기약국,127.0875283,37.625742
우성약국,127.1057821,36.7974301
잠원스타약국,127.0106673,37.512821
만광약국,127.6989867,34.7479758
첨단스타약국,126.8433352,35.2146238
나눔약국,126.8878532,35.1017169
운암종로약국,126.8806108,35.1753028
동해물약국,127.2066041,35.9751767
서울플러스약국,127.339213,36.3325865
임실약국,127.2784693,35.6132993
마곡프라자약국,126.8185711,37.5667077
푸르지오약국,126.9599523,37.4875786
태화약국,127.0543011,37.545368
경희수약국,127.1558053,37.5522895
밝은약국,127.086089,37.5956441
환승센터약국,127.1017527,37.5113201
튼튼약국,127.0334293,37.6621631
더조은약국,127.0763585,37.6487728
방화우리약국,126.8141441,37.5732335
자갈치홍약국,129.0349785,35.097574
서울홍약국,129.0855308,35.2208431
소망약국,126.9067147,37.4876928
경희약국,127.5790946,36.7818676
대신약국,127.4561029,36.6344199
세일약국,128.2101948,37.1377672
감초당약국,128.2010507,37.1223804
녹십자약국,127.0412315,37.6338581
인화약국,127.4664126,36.624724
선일약국,127.4406208,36.6322653
중앙로약국,128.2111655,37.1382879
금강약국,128.2119997,37.1386854
금천약국,127.5028652,36.6248037
한서약국,127.4517319,36.632599
참진온누리약국,126.9559338,37.5619774
아빠약국,127.4858673,36.6481606
더사랑약국,127.0165047,37.5942338
아란약국,126.8257069,37.5584775
이화온누리약국,127.1491977,37.4962786
아름약국,127.5035998,36.6251373
효약국,127.1341414,37.5357686
달약국,127.1414106,37.5341331
강동소망약국,127.1351254,37.535383
강동웰빙약국,127.1362022,37.5343426
참새약국,127.1334297,37.5365922
길동온누리약국,127.1372467,37.5347915
천호새빛약국,127.1237896,37.5380133
천우사약국,129.0253276,35.101305
평원약국,126.7323405,37.4610791
평화약국,127.408742,36.3403702
유산균약국,127.4328977,36.354151
의림약국,128.2067751,37.1381924
신도림좋은약국,126.8921437,37.5063376
가장약국,127.3855871,36.3320009
가재약국,127.2495396,36.504761
더좋은약국,127.9350097,36.9558005
중앙약국,128.2136368,37.1433966
해바라기약국,127.4898867,36.6072545
태광약국,129.107769,35.1861803
파낙스약국,127.0324367,37.5097418
압구정프라자온누리약국,127.0281157,37.5253553
인월백제약국,127.6025485,35.4609874
큰사랑약국,126.9895114,36.7873141
메디팜다정약국,127.4478237,36.6173059
행복한약국,127.4855403,36.6684367
가까운약국,127.570833,36.3029071
증평태평양약국,127.5822766,36.7851321
내촌약국,127.2259661,37.7837102
올리브약국,126.9639136,35.9343469
도움약국,127.0880718,37.5009476
태평양약국,127.4430359,36.3300281
경희일번약국,127.1559488,37.5530545
가까운약국,126.7132665,37.6220234
서광약국,126.6828315,37.4950219
진약국,126.4855179,37.7469974
십자당약국,127.5219357,34.9542948
일곡우리약국,126.8981217,35.2033618
대웅약국,127.7282541,34.7406378
파랑약국,126.851056,37.5541201
사랑온누리약국,128.5990492,35.8700479
서울숲팜프라자약국,127.0449128,37.5418864
새소망약국,127.0284897,37.5320562
조은약국,127.1404908,36.8078126
솔약국,127.3031037,37.6412729
건양사랑약국,127.3411405,36.3069335
다사랑약국,129.0611601,35.1879894
경도약국,126.7156471,37.430028
월드중앙약국,127.047079,37.6680424
튼튼약국,127.4284474,36.3708972
메디팜유명약국,127.3495016,36.3047704
센타약국,126.7385253,37.5381515
마리약국,127.027702,37.5219482
보배약국,128.624403,35.8486183
논현천사약국,127.0340669,37.5076529
옵티마미소약국,127.0342994,37.5071359
다래약국,127.0373364,37.5019949
늘조은온누리약국,127.071225,37.5816759
송강프라자약국,127.3867904,36.4355742
형수당약국,127.4885325,36.1024311
세광약국,127.0421254,37.5795011
녹번건강약국,126.937484,37.6031576
쉐르빌대학약국,127.0948406,37.5399301
다나은약국,127.0447845,37.5806173
이화약국,126.9091888,37.4952823
이수다온약국,126.9838467,37.4859023
청솔약국,129.0844966,35.1751874
성모약국,126.4595494,36.7837932
별님온누리약국,127.1082039,36.8124074
조은온누리약국,127.0756013,37.4926645
만약국,127.0650459,37.5025953
서수원프라자약국,126.9787507,37.2776876
라라약국,127.0642714,37.6399301
조아약국,126.8628084,37.5157734
참약국,126.7300535,37.4199044
금손약국,126.8926893,37.480822
새롬약국,127.0914095,37.5072036
서대문권약국,126.9674861,37.5672049
사랑손약국,127.0051245,37.4902698
백암약국,127.3743198,37.1654833
왕온누리약국,126.9055425,37.5220843
리조트약국,127.3105997,37.3325082
서탄약국,127.0325804,37.1095065
바른약국,126.7389652,35.7240225
온누리조례제일약국,127.5236629,34.9606529
이펜약국,126.8328206,37.5126032
참조은약국,126.9516001,37.4810595
소사청아약국,126.799626,37.4750229
활기약국,129.0666743,35.203989
두실드림약국,129.0910578,35.2573214
정다운약국,129.0504365,35.1694066
춘천보룡약국,127.7523788,37.8769163
효성약국,127.1546266,37.5546669
공덕역마트약국,126.9535163,37.5424867
한티참약국,127.0524141,37.4966558
맑은수약국,126.9132367,37.496872
평강약국,127.0194059,37.4961123
우리온누리약국,127.0583169,37.4930574
모스팜약국,126.8902633,37.5070143
논현수약국,127.0407761,37.517959
만덕약국,129.0365123,35.2142176
해승약국,128.9687251,35.1064241
팜프라자약국,126.8966116,37.4850307
기쁨이 넘치는 약국,127.0150117,37.5643135
스타약국,127.0705131,37.5403396
약손메디칼약국,127.0527545,37.495847
신도림서진약국,126.8914054,37.5057801
튼튼온누리약국,127.0616723,36.8008436
은혜약국,126.946428,37.5562441
청주열린약국,127.4293967,36.6363338
바른약국,126.9362568,37.5034103
라온약국,126.8902633,37.5070143
신도림역약국,126.8910805,37.5087702
메디팜강일약국,127.1738307,37.5656316
문경한약국,127.0368056,37.5794468
명진팜약국,126.8259608,37.5680581
광주약국,126.9819529,37.4879721
선한약국,127.023066,37.6047272
홍삼약국,126.8531184,37.5189448
참사랑약국,126.9067147,37.4876928
새봄약국,126.9612259,37.5396003
대중약국,126.9787377,35.9583265
밝은현대약국,127.029275,37.6398943
동안약국,126.7423889,37.3877041
한사랑약국,126.8772301,37.5063533
서울온누리약국,127.1411829,37.5425002
연천약국,127.0761899,38.1019301
시화마트약국,126.7369006,37.345931
태평양약국,127.1782336,37.3442834
온누리미성약국,126.7263243,37.4599551
인화약국,127.0290176,37.2549864
백화점온누리약국,126.6576991,37.4274233
성우약국,126.6636979,37.4426794
한국약국,126.677916,37.5130743
새길약국,126.7088491,37.4525511
기쁨약국,127.476723,37.093891
노아약국,127.0484073,37.7388713
온누리동산약국,126.6798064,37.4680728
큰솔약국,126.9164244,37.6001319
참사랑온누리약국,127.0598719,37.5696142
동명약국,127.1373716,37.5296701
아파트약국,127.0314336,37.5736971
미금프라자약국,127.1104347,37.350393
마트약국,127.0367529,37.2037169
메디칼약국,127.0161781,37.5929696
신성약국,129.1099416,35.123527
보현약국,126.7374792,37.5440494
대승당약국,128.5913666,38.2042872
소망한약국,127.126227,35.7952864
삼화약국,126.7312797,37.36378
화생약국,129.039798,35.0861789
해바라기약국,126.8633574,37.2964088
원곡우리들약국,126.7964696,37.3309513
우리들의약국,127.3491592,36.362882
아이약국,127.0502063,37.5197323
무지개약국,127.1454678,37.5284688
익산플러스약국,126.9722973,35.9589235
옹기 한약국,126.9561422,35.9641486
동의보감한약국,127.1259735,35.7950032
푸른솔한약국,129.0797115,35.2032211
대추당한약국,129.0387703,35.0901213
자연담은부부한약국,129.0395358,35.1646489
늘평화로운약국,127.4836732,34.9078076
은혜약국,126.8658572,35.120281
다정약국,126.934997,37.6004227
백석은혜약국,126.7879067,37.6423617
다나약국,127.069269,37.132941
수약국,126.9526872,37.2734821
보룡약국,126.7783475,37.4832382
중앙약국,126.8234222,37.6267148
능곡백제약국,126.8257586,37.6199916
경기약국,127.1966747,37.2349837
삼성약국,127.0200412,37.6450978
세기약국,127.0160858,37.2773541
메디칼약국,127.0535155,37.9002867
청평약국,127.4206008,37.7385459
한천당약국,127.5138159,37.8302634
중앙약국,127.0748163,38.0993784
보경약국,127.0679856,38.0268467
우리약국,126.9431251,37.3669694
보원당한약국,129.0357237,35.1042328
길음시장약국,127.0192342,37.6043957
별하약국,127.0264873,37.5053198
광명약국,126.9257722,37.55868
독일약국,127.5839281,35.7310524
함께하는약국,127.1352296,35.7894181
아주메디약국,127.0481665,37.2772048
용덕약국,129.415223,35.9728947
국민약국,129.3810483,36.0676591
경희중앙약국,127.0520579,37.5932129
성수약국,127.0566421,37.5440478
성수햇살약국,127.0572663,37.5439085
푸른숲약국,127.1269755,35.8660169
휴베이스효천약국,127.0993016,35.8024187
효자제일약국,127.1138879,35.8056931
메디컬다정약국,127.4580728,36.6350693
13층약국,126.9740244,37.5627337
햇빛온누리약국,126.8631863,37.5353822
바른약국,127.0228717,37.6441987
메디팜늘봄약국,127.0152239,37.5631781
세일약국,127.0659227,37.6341951
원남약국,127.7319495,36.3963864
장수약국,128.9447775,35.9763708
가디온누리약국,126.8806788,37.4807624
참약국,127.0830033,37.53579
햇살온누리약국,126.9526795,37.4978615
든든약국,127.0569122,37.5446877
미소약국,126.716078,35.961016
에코수약국,127.1331415,35.8788618
성민약국,128.1659911,36.9093361
민들레약국,127.94429,36.9874307
영동종로약국,127.7765159,36.1751068
나라약국,126.687242,37.4505869
감계 현대약국,128.5955643,35.301879
용약국,127.1270519,37.2718492
목화약국,126.9644863,37.5548629
열린약국,126.9472206,37.4864635
강북우리약국,127.0229679,37.6424741
하늘약국,126.813028,37.5774317
메디컬 성모약국,126.9103653,37.555424
온새미약국,126.9899521,37.4930421
용암약국,127.1191325,36.8025838
국화약국,126.9666375,37.6060341
워커힐약국,127.1107738,37.555169
현대온누리약국,127.0957093,37.5357263
새무지개약국,126.8521735,37.5210694
사랑찬약국,126.9824756,37.4715201
송앤김약국,126.9021424,37.5068519
세계로약국,126.9415017,37.5050091
연주약국,127.0471661,37.6261806
큰사랑약국,127.0979307,37.5998844
대학약국,127.1559488,37.5530545
강남정성약국,127.0349599,37.5136165
차돌약국,127.0861952,37.5107806
예성온누리약국,127.1457022,37.4954206
대우약국,127.0176404,37.6345827
편한약국,129.0885254,35.2609069
참사랑약국,126.6811495,37.4042407
만화약국,126.6469469,37.4623947
밝은온누리약국,126.8622271,37.545772
봉약국,126.8290234,37.5598805
온누리민생약국,126.9188975,37.6228676
대한약국,126.7370676,37.4036533
윤약국,126.934997,37.6004227
바로드림약국,127.172652,37.5568629
하나로약국,126.8719165,37.5512789
리엔약국,127.1752949,37.5531625
예성약국,126.8415729,37.5396022
큰사랑약국,127.9220812,36.9865606
새봉화약국,127.0927002,37.6163597
성부당약국,127.0415136,37.5792296
코리아약국,126.8365498,37.5546873
성심제일약국,126.9076693,37.4910049
금곡온누리약국,127.2116704,37.6348416
보룡약국,126.6456745,37.42453
은혜성모약국,126.9176679,37.6341902
참약국,126.7795338,37.6502467
우진온누리약국,126.7641695,37.67968
용수약국,127.4899266,37.2525338
삼성약국,126.8358522,37.6243977
푸른약국,126.727887,37.4515899
푸른솔약국,127.0728252,37.6362689
진영약국,126.7793303,37.6511098
선우약국,127.0643658,37.8375523
은성약국,127.1639295,37.4503076
일월약국,126.9755328,37.2850031
건강약국,127.7194402,34.9643628
마트약국,126.8519208,35.2167821
덕천조약국,129.0068772,35.2102434
신에스팜약국,126.8348265,37.3189133
홈타운약국,126.9609311,37.3652707
메디팜큰사랑약국,126.6409259,37.4563255
건강온누리약국,126.8888762,35.1728838
나주하나약국,126.7994583,35.0237898
조은약국,126.6986368,34.8002009
더센트럴약국,126.8837967,35.1588032
진도터미널약국,126.2635548,34.4786652
훈훈한약국,129.2066503,35.843091
더샵약국,128.6390057,35.92288
근화당약국,128.4267136,36.1179622
유심약국,127.0968401,37.6077698
역삼이화약국,127.0396503,37.495772
라온약국,127.1347625,37.537231
건강드림약국,129.0365894,35.2097558
산소망약국,129.0442772,35.0926042
튼튼약국,126.9597437,35.9543687
소나무약국,129.0367023,35.0983052
경희소망한약국,129.1077936,35.1274812
동암메디칼약국,126.7000711,37.4724462
하나약국,127.0520554,37.5678418
옵티마소망약국,128.5737211,35.8881778
늘온누리약국,127.1730029,37.5564157
삼희약국,126.9678526,37.5257665
삼일약국,128.5358559,35.8437859
가나다약국,127.1219813,36.7930016
갤러리비타민약국,127.3778979,36.3512474
민들레약국,128.6208799,35.8828362
대지약국,128.5618081,35.8860442
제이약국,128.602441,35.8628184
건대온누리약국,127.0714121,37.540661
사랑제일약국,126.9929396,37.5653765
둔촌온누리약국,127.1346966,37.5248028
참약사2층구름약국,127.2425743,36.2885433
아름약국,127.1741104,36.840088
한림약국,127.0793781,37.2174976
서울위드팜약국,127.0016822,37.5819294
유킹스파머시메디바움약국,127.0033891,37.4827963
새하늘약국,127.064184,37.6459749
사당13번약국,126.9822612,37.4770623
명약국,127.1470353,37.4984284
메디칼정문약국,126.7248569,37.4854747
망원시장약국,126.9070387,37.5553754
봄빛약국,126.8806788,37.4807624
메디팜 건강약국,127.0572901,37.7363791
모범약국,127.1397009,36.8027559
대진약국,127.139641,36.8064762
한빛약국,127.4292387,36.3289394
서울메디칼약국,127.0972088,37.6142413
대학약국,129.0858523,35.2304858
일등약국,126.9476512,37.4011124
충무정문약국,127.1319727,36.7976546
올리브약국,127.3779259,36.3620759
열린약국,127.3352487,36.3556224
건강약국,127.1250634,36.45823
백제약국,127.1537197,36.8190726
천사온누리약국,126.961514,37.5063435
시티프라자약국,126.7629648,37.5052828
정문대학약국,127.0714121,37.540661
현대메디칼약국,126.7088392,37.4876012
옵티마건강약국,126.9701577,37.3032443
영신약국,126.7331572,37.4486273
무등산약국,126.9326438,35.1235357
하늘약국,127.027762,37.5240297
화인약국,126.7808614,37.4948402
생천온누리약국,126.8833762,37.5064034
아름약국,126.7826723,37.4388597
행복이열리는건강약국,127.0571368,37.545153
중화약국,126.6425588,37.4611385
부평시장약국,126.7273422,37.4954816
단원상생약국,126.8124498,37.3003796
참정다운약국,126.7321912,37.4501169
삼성약국,126.7268777,37.4599616
자애약국,126.6916148,37.4220483
대학약국,126.826504,37.318855
종로5가약국,126.6517509,37.4566286
정성약국,126.6744018,37.445461
어울림약국,126.7067524,37.459103
하늘온누리약국,126.8640465,35.207343
정성온누리약국,126.9087385,37.4957913
금호옵티마약국,126.7122637,37.5070832
오포온누리약국,127.1775172,37.3450531
봉천미래약국,126.9427765,37.4825674
수온누리약국,127.0455393,37.7491735
국민약국,127.1301423,36.7891664
대로약국,127.1587984,36.8010942
십자메디칼약국,126.7046521,37.5176906
서약국,126.6450012,37.4766631
동신약국,129.0821269,35.2245766
365열린약국,126.8582496,37.4940221
시온약국,127.0669599,37.6640887
퍼스트약국,127.0629614,37.4938697
아라약국,127.0264971,37.4980499
유진온누리약국,126.92993,37.5659795
파크자연약국,127.0774605,37.2517809
꼭다나을약국,127.0766441,37.3913814
신세계약국,126.8837676,35.1600894
이화약국,126.9286391,35.1329359
원약국,126.7137711,37.4639108
백화점약국,127.1394799,36.8039762
새왕약국,127.0659195,37.5484452
서울약국,127.2226617,37.5427858
금곡중앙약국,127.2076878,37.6343093
5층 하늘약국,127.1403474,37.5552527
한신메디칼약국,127.1528431,37.4438102
이화온누리약국,126.919364,37.4601972
정온누리약국,126.9513471,37.4811325
비타민약국,126.909378,37.413657
용산대학약국,127.0051781,37.5332417
자모약국,126.8738155,35.1804805
생명샘약국,128.5361084,35.8079346
365드림약국,127.0963397,37.7443257
행복한온누리약국,126.8714868,37.5168559
대학약국,129.180702,35.1727462
맑은샘약국,129.0405199,35.0920329
하이팜약국,127.0459329,37.7259569
강진백제약국,126.7682699,34.6389338
동인약국,127.7436128,34.7464536
대추나무약국,126.9329867,35.1737453
한샘약국,126.9359259,35.1631317
아크로비스타약국,127.0130325,37.49867
신사강프라자약국,126.737349,37.212984
예은약국,126.9584705,37.6068592
은행약국,126.9433484,37.5891267
41약국,126.8757769,37.5281774
기쁨약국,126.8632979,37.5334847
강동더본약국,127.1394019,37.536862
더편한온누리약국,126.7458612,37.7113745
온누리중앙약국,127.2955504,35.2814774
건강샘약국,126.9148014,35.1539177
우리약국,126.920586,35.1417879
21세기건강약국,126.9158356,35.1794314
보문약국,127.4296268,35.103123
전대365약국,126.9127592,35.1752884
그린약국,128.632355,35.8252511
그랜드약국,128.6661604,35.8807501
대자연약국,128.6168778,35.8150137
편한약국,128.5339116,35.8501476
청심약국,128.6118837,35.8446218
라임약국,126.8868682,37.4804028
이화약국,127.023066,37.6047272
열린대학약국,127.0288542,37.6125375
은평제일약국,126.932156,37.6122936
조아약국,126.903264,37.5184853
봄약국,126.9020409,37.5192647
모아약국,127.041693,37.6034124
새내수약국,127.0861952,37.5107806
호수약국,127.0989873,37.5062132
여의도수약국,126.9306896,37.5214962
석촌솔약국,127.1053115,37.506469
다시봄약국,127.0529204,37.4891028
보은당약국,126.9210758,37.5932885
경주동원약국,129.2088849,35.8458002
참좋은선약국,127.0361824,37.5015847
수정약국,126.7228652,37.5318165
효성메디칼약국,126.6756837,37.4143364
파랑새약국,126.7115532,37.4094235
신세계약국,128.5999563,35.8698125
새솔약국,127.0255711,37.6373571
스토리약국,127.0359134,37.4865213
은평마리약국,126.9157455,37.6057305
스타약국,126.932044,37.5992597
휴베이스수강약국,126.8989114,37.488756
안강온누리약국,126.8989316,37.4889505
이층약국,126.9452041,37.598222
세화약국,126.9957048,37.5030869
맑은약국,126.9378882,37.5556569
해봄약국,126.9654743,37.5664321
민주약국,127.1597232,37.4375219
일원약국,127.0827122,37.4849981
스마트약국,126.8704851,37.5190001
수유시장약국,127.0241982,37.6304604
비타민약국,127.0861952,37.5107806
누가약국,126.9007455,37.4903737
은평스타약국,126.9207005,37.5998958
원약국,126.9422478,37.4863651
대금암약국,126.6592354,36.922516
정약국,127.0543271,37.2393257
인헌연세약국,126.9668144,37.475131
팜메드약국,127.1059365,37.271284
일원정류장약국,127.0827122,37.4849981
하늘약국,127.0570221,37.573302
우리동네약국,127.069527,37.5351656
단우한약국,127.0365963,37.5788451
소나무약국,127.1178428,37.491762
장미미소약국,127.1017233,37.517819
드림약국,129.0644161,35.1610467
무지개약국,126.7525985,37.5062887
가양플러스약국,126.8499602,37.5642641
신길프라자약국,126.9054304,37.5082152
태평양온누리약국,126.8558769,37.5212517
혜성약국,126.9194739,37.5824365
엘크루약국,127.1245234,37.5401503
뉴타운메디컬약국,126.9223747,37.6418179
불광프라자약국,126.9280749,37.6100644
삼정김약국,126.9679122,37.5674431
선유도온누리약국,126.8932731,37.5379399
매일약국,126.966936,37.4736848
열린약국,129.05936,35.1975474
삼성강남약국,127.0834812,37.485765
성경온누리약국,127.105263,37.6003656
롱약국,126.9146382,37.5501152
솔약국,126.8613201,37.5570639
난곡프라자약국,126.9173622,37.4738955
송현약국,126.9198157,35.142349
건강약국,127.2550344,37.3789963
태광약국,129.0615599,35.0965227
마루약국,126.838664,37.5612908
중앙약국,127.999961,36.2118966
스마일약국,126.9549326,37.5442269
코끼리약국,127.1551146,37.5546937
이화햇살약국,127.9573906,37.3612931
대학당약국,126.7282932,37.5357806
중앙약국,127.2709401,37.0056038
목동센트럴약국,126.8424864,37.5181646
행복약국,127.3947842,36.3074872
이도건강약국,127.0580011,37.5096122
경희고황약국,127.0524597,37.593168
나은약국,127.1329856,35.8133029
새중앙약국,129.035359,35.1050916
맑은약국,129.1766569,35.1691635
새로이약국,126.9189819,37.4725428
자연약국,128.8289068,37.8947416
새연산약국,129.084946,35.1882917
새빛약국,127.9269676,36.9731481
호약국,126.7008147,35.9621893
예가약국,129.0557802,35.1969782
제도약국,126.6810388,37.4475686
성모제일약국,126.693735,37.4593134
용약국,127.1491734,36.8122796
튼튼한 약국,126.9207654,35.1436582
다나은약국,127.2970254,35.2794219
보배약국,129.0050758,35.0881184
온푸른약국,128.6376026,35.8723922
강동원약국,127.1559637,37.5533115
삼우약국,127.0856376,37.5758016
강남백세약국,127.0595717,37.4981189
오행당약국,126.9508615,37.3819148
해수약국,126.7334957,37.3481382
대추나무약국,126.9114912,35.1354097
튼튼약국,126.3930511,34.8015696
늘푸른약국,126.8991534,35.1184062
우리네약국,126.8257005,35.1787307
경산약국,128.8175549,35.8746548
정약국,128.598723,35.8764731
기쁨주는약국,127.103087,37.4881219
메디팜우리약국,127.0842018,37.5120894
서울약국,126.9196221,37.4722776
푸른온누리약국,126.8214511,37.5708584
예닮약국,126.8974927,37.4698141
보광약국,129.0948557,35.1737669
대산프라자약국,126.4343974,36.9382356
안심약국,127.0973793,36.1310656
연합약국,126.4291779,34.9102321
은행나무약국,127.0211389,37.6183958
경희행복한약국,126.8961206,37.5215207
장원옵티마약국,126.9105102,37.5054208
동의당한약국,126.8879639,37.4872107
뚝섬스타약국,127.0490393,37.5464768
봄약국,127.058054,37.5434989
건강한생활약국,127.0624289,37.654416
우리온누리약국,127.4288292,36.3383895
좋은약국,126.9813713,37.4784873
청우약국,126.6722908,37.5027714
다정약국,127.0308939,37.2926391
은혜온누리약국,128.5630667,35.9420997
온누리성모약국,128.4229074,36.108669
참사랑약국,127.2451463,37.3961696
숨온누리약국,126.9948034,37.4877484
문약국,127.1394439,37.3716281
비타민약국,127.089913,36.9919406
한빛약국,127.9520232,37.3837375
신창약국,127.0400006,37.6403052
힐스테이트솔약국,126.8367634,37.5473848
노암약국,127.3782014,35.3953839
다나은온누리약국,126.7019275,35.9648733
5층사랑약국,126.9726843,37.5630207
신용산수약국,126.9681669,37.5300048
사당미소약국,126.9814601,37.4743938
비타민약국,127.3745644,36.3079296
바른온누리약국,126.9964441,37.4838342
조아약국,127.0771328,37.6270229
새신영약국,128.8969302,37.7549326
구곡시장약국,127.9481548,37.330781
우리들약국,129.1068632,37.5033987
서진약국,127.9474327,37.3495291
문혜리약국,127.3208677,38.1854367
그린온누리약국,128.8699889,37.7578212
다이아약국,127.0292176,37.4964201
다솜약국,127.520347,34.960469
북구종로약국,126.9327917,35.1683964
로뎀약국,129.0118383,35.2120016
강빛약국,127.1733282,37.5717707
수약국,126.8539657,37.5073365
제일약국,129.0933663,35.2405939
유민약국,128.4639929,35.8581775
오약국,127.0618507,37.0672169
중앙약국,126.8365048,37.317842
길동수약국,127.1365238,37.5350712
신두산약국,127.0154823,37.5735825
용호약국,127.0252234,37.6501248
나라약국,126.851808,35.5686194
편한약국,127.4840527,34.9515675
메디팜정원약국,126.3859546,34.8116066
조은약국,126.8274405,37.5571395
윤약국,126.9162603,37.5695911
청년약국,127.0768141,37.6282488
북촌약국,126.9820345,37.5787658
한빛약국,129.009006,35.2108289
실로암약국,127.1442301,35.8437749
문약국,126.9696992,35.9583791
해오름약국,127.3541755,36.3584081
목양약국,127.4055106,36.3349579
평화약국,126.9158128,37.5503256
유니팜서울약국,127.0290056,37.4988358
당산열린약국,126.902925,37.5336729
한별약국,126.7712236,36.8095309
희망약국,126.9178298,37.6111905
제이약국,127.0831967,37.5834836
메딕약국,126.9511469,37.4810613
다모아약국,126.9310064,37.609699
365올리브약국,127.0249115,37.6305902
나누리약국,126.846347,37.5601903
i튼튼약국,127.0729837,37.6245329
명수약국,127.9860256,37.4900481
온누리새소망약국,126.900332,37.5866386
플러스약국,128.8986261,37.7556996
